name,key confidence,min pitch,max pitch,pitch_range,bpm,velocity,Color,key_A major,key_A- major,key_B major,key_B- major,key_C major,key_C# major,key_D major,key_E major,key_E- major,key_F major,key_F# major,key_G major,key_a minor,key_b minor,key_b- minor,key_c minor,key_c# minor,key_d minor,key_e minor,key_e- minor,key_f minor,key_f# minor,key_g minor,time signature_1/4,time signature_2/4,time signature_2/8,time signature_3/4,time signature_3/8,time signature_4/4
Deep_Purple_-_Rat_Bat_Blue.mid,0.8061987029717647,28,96,68,96,113,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deep Purple - Rat Bat Blue.mid,0.8061987029717647,28,96,68,96,113,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chip-Blues.mid,0.7760693386027144,29,94,65,136,108,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Carl Nicholson - Blueprint (Tara_s Theme).mid,0.9318738024541188,50,79,29,149,99,Blue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Castlevania Portrait of Ruin - Iron Blue Intention.mid,0.8767096694002158,28,105,77,140,63,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Concord-Blues-For-Blue.mid,0.8044884409014085,29,91,62,130,89,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Caribbean-Blue.mid,0.8658503702935294,40,77,37,169,56,Blue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOWIE.Blue Jean k.mid,0.9878887154469144,30,83,53,122,94,Blue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bonnie_blue.mid,0.8565424470558634,36,89,53,120,110,Blue,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
borntobeblue.mid,0.8452374990992312,21,108,87,120,82,Blue,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bonnieblueflag.mid,0.7497336129355258,36,101,65,156,99,Blue,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bobby_Vinton_-_Blue_Velvet.mid,0.9101806861241521,29,82,53,80,126,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bobby Vinton - Blue Velvet.mid,0.9101806861241521,29,82,53,80,126,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet.mid,0.9101806861241521,29,82,53,80,125,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet3.mid,0.9101806861241521,36,82,46,80,126,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet03.mid,0.9101806861241521,29,94,65,77,125,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet_bobbyvinton.mid,0.6490813442524008,29,101,72,81,86,Blue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLUEYES.MID,0.9351839215899795,32,83,51,120,74,Blue,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet2.mid,0.9101806861241521,29,94,65,77,125,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bluevelvet L.mid,0.6402886534454586,30,98,68,81,82,Blue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
